지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),최다풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),기사,안개 계속시간(hr)
143,대구,2024-06-29,24.5,22,517,29.8,1306,8.42,2,2222,6,1927,20.3,7.8,110,1935,4.6,110,1938,1.8,1531,110,20.7,53,1307,80.9,24.5,999.4,1008.6,729,1001,2355,1005.6,14.6,3.9,1200,2.11,12.87,,,,,,9.3,4.3,28.3,20.5,,,,,,,,,,2.1,3,,{비}1415-1455. {비}1510-1520. {비}1625-{비}{강도0}1800-{비}{강도1}2100-{비}{강도0}2400- {박무}1755-{박무}{강도0}1800-1810. {박무}1935-2030. {박무}2105-2120. {박무}2205-2245.,
143,대구,2024-06-30,26.2,23.6,1,31,1351,10.23,4.5,835,12.1,751,24.4,11,290,1528,5.6,270,1429,1.9,1669,250,23.3,59,1406,85.3,28.7,992.8,1001.4,2359,996.8,1409,998.9,14.6,.9,1300,2.46,9.44,,,,,,9.9,7.1,26.7,23.5,,,,,,,,,,2.7,3.8,,-{비}-0203. {비}0233-0243. {비}0315-0415. {비}0440-0550. {비}0620-{비}{강도1}0900-1130. {박무}0720-0845. {박무}0917-1010. {비}1528-1529. {비}1625-1705.,
143,대구,2024-07-01,28,24.4,324,32.5,1408,.17,0,,0,,0,6.6,290,1319,3.5,270,1324,1.8,1535,290,20.6,44,1353,66,24.3,997.2,1006,2316,1001.4,1,1003.3,14.6,7.9,1300,3.16,22.74,,,,,,7.3,5.6,30.2,23.9,,,,,,,,,,4.3,6.1,,{비}0430-0440.,
143,대구,2024-07-02,25.2,21.9,659,27.9,1658,8.42,3.4,635,12.8,552,22.1,9,110,803,5.6,110,817,2.9,2484,110,22.3,74,1,84.8,26.9,1000.2,1007.7,2146,1004.9,301,1006.3,14.6,.1,1300,1.37,8.34,,,,,,9.8,8.1,25.9,21.8,,,,,,,,,,1.9,2.8,,{비}0315-{비}{강도1}0600-{비}{강도0}0900-1140. {박무}0332-{박무}{강도1}0600-0725. {박무}1035-1105.,
143,대구,2024-07-03,28.9,24.9,747,33.9,1704,2.4,3.9,625,8.5,559,12.4,10.8,250,1225,6.2,250,1431,2.7,2326,270,22,45,1552,67.9,26.5,1002.2,1010.7,2317,1006.1,543,1008.3,14.5,7.1,1200,3.56,22.97,,,,,,6.1,5.3,29.1,24.2,,,,,,,,,,,,,{비}0355-0435. {비}0615-0759. {박무}0620-0815.,
143,대구,2024-07-04,29,22.9,528,34.8,1650,,,,,,,7.9,270,1718,4.6,270,1610,2.1,1838,290,21,41,1329,64,24.9,1001.2,1010.5,2,1004.5,1930,1007.3,14.5,11.2,1200,3.48,26.35,,,,,,2.6,1.5,31.9,21.7,,,,,,,,,,6.1,8.7,,,
143,대구,2024-07-05,29,26,2344,32.8,1350,.7,.5,516,.5,435,.5,11,270,829,7.2,250,853,2.9,2526,270,20.6,46,1351,61.6,24.3,998,1005.9,2352,1002.6,359,1004,14.5,7.3,1200,3.18,21.42,,,,,,5.8,3.9,31.4,24.1,,,,,,,,,,5,7.2,,{비}0355-0404. {비}0435-0445. {비}0457-0505. {비}0515-0530.,
143,대구,2024-07-06,28.7,24.5,434,32.9,1436,,,,,,,7.7,230,1652,4.5,180,1606,1.8,1577,180,22.3,54,1250,69.1,26.9,998.9,1006.3,1001,1003.4,1647,1004.9,14.5,6,1200,2.59,19.51,,,,,,7,1.8,33,23.1,,,,,,,,,,4.1,5.9,,,
143,대구,2024-07-07,29,24.6,1312,32.4,1550,.57,5.9,1305,7.9,1255,7.9,13.8,270,1259,7.3,270,1305,1.6,1375,90,23.7,60,1046,73.6,29.3,998.4,1006.5,1259,1003.4,1818,1004.5,14.5,2.2,1400,2.41,13.93,,,,,,8.5,3.3,31.2,23.5,,,,,,,,,,2.6,3.7,,{비}1255-1329. {박무}1301-1318.,
143,대구,2024-07-08,27.2,26.2,1952,29.2,1319,4.17,.4,1537,1.1,1502,2.4,6.4,270,2358,3.7,270,2400,.9,765,70,23.9,69,1317,82.4,29.7,997.6,1005.5,658,1001.6,2314,1003.7,14.5,0,1100,.61,4.86,,,,,,9.8,5,27.5,25.6,,,,,,,,,,1.1,1.5,,{비}1330-1410. {비}1435-{비}{강도0}1500-1720. {박무}1530-1610. {박무}1645-1705. {비}1745-{비}{강도0}1800-1805. {박무}1930-2005. {비}2335-{비}{강도0}2400-,
143,대구,2024-07-09,24.4,22.8,2224,27.2,1,19.98,18.5,136,44.4,57,191.3,9.3,320,107,4.5,320,112,1.4,1231,110,23.2,83,1,93.8,28.5,999.6,1007.9,2147,1001.5,28,1005.7,14.5,0,1100,1.01,4.37,,,,,,10,3.9,25.2,22.6,,,,,,,,,,1,1.4,,{박무}0230-{박무}{강도2}0300-{시정(미만)}{1km}{안개}0437-{시정(이상)}{1km}{박무}0505-{박무}{강도0}0600-{박무}{강도0}0900-0915. -{비}-{비}{강도2}0300-{비}{강도1}0600-{비}{강도1}0900-1050. {박무}0938-1036. {비}1155-{비}{강도0}1200-1335. {비}1449-{비}{강도0}1500-1610. {비}1710-{비}{강도0}1800-1821. {비}1843-2035. {박무}1850-1930. {비}2055-{비}{강도0}2100-{비}{강도0}2400- {박무}2150-2230.,.47
143,대구,2024-07-10,23.9,22,256,26.2,1345,10,14.8,622,41.8,619,65.7,9.9,340,616,5.7,140,223,2.3,1975,110,21.6,76,1310,87.6,25.8,994.4,1005.9,27,997,600,1000.5,14.4,0,1200,1.65,8.02,,,,,,9.4,7.5,25.1,21.8,,,,,,,,,,1.7,2.5,,{박무}0005-0020. -{비}-{비}{강도0}0300-0335. {비}0350-{비}{강도1}0600-{비}{강도1}0900-1005. {박무}0430-0450.{박무}{강도0}0600-{박무}{강도0}0900-0950. {비}1855-1905.,
143,대구,2024-07-11,24.6,21.7,314,28.2,1405,1.32,12.6,1630,24,1609,24,6.7,270,1620,4.4,250,1624,1.4,1219,110,21.4,65,1408,83,25.5,995.8,1003.4,818,1000.5,1801,1001.9,14.4,.8,1000,2.15,13.58,,,,,,8.3,5.4,27,21.2,,,,,,,,,,2.5,3.6,,{박무}0250-{박무}{강도0}0300-{박무}{강도0}0600-0633. {박무}0740-{박무}{강도0}0900-0950. {소나기}1609-1728.,
143,대구,2024-07-12,26.4,22.4,240,32.7,1508,1.17,2.9,1928,4.5,1855,4.5,9.9,270,1919,5,270,1928,1,867,110,21.7,47,1430,77.6,25.9,996.1,1004.4,2253,1000.5,1650,1002.2,14.4,7.5,1200,3.47,24.36,,,,,,5.5,5.5,30.3,21.2,,,,,,,,,,4.5,6.5,,{박무}0120-{박무}{강도0}0300-{박무}{강도0}0600-0855. {소나기}1855-2005.,
143,대구,2024-07-13,25.6,21.8,540,30.1,1652,2.58,.3,2249,.8,2214,.8,5.9,140,2044,4,110,2102,2,1738,110,21.4,59,1449,79,25.4,1000.4,1010.1,2315,1003.8,238,1006.6,14.4,5.1,1100,3.02,20.17,,,,,,7.1,6,28.5,21,,,,,,,,,,3.8,5.4,,{박무}0001-{박무}{강도0}0300-{박무}{강도1}0600-{박무}{강도0}0900-1103. {비}2125-{비}{강도0}2400- {박무}2210-{박무}{강도0}2400-,
143,대구,2024-07-14,23.7,22.8,2154,25.3,1207,4.9,.6,1508,2.3,1452,2.6,7.1,110,1915,4.8,110,1823,2.9,2502,110,21.4,79,1152,87.4,25.6,1004.5,1013,2147,1008.6,243,1010.7,14.4,0,1100,.91,6.24,,,,,,9.4,8,24.9,22.6,,,,,,,,,,1.6,2.3,,-{비}-0015. -{박무}-0110. {박무}0525-{박무}{강도0}0600-0615. {비}0550-{비}{강도0}0600-0610. {비}0958-1028. {비}1416-{비}{강도0}1500-1715. {비}1840-1930.,
143,대구,2024-07-15,24.3,22.6,455,26.6,1420,.58,0,,0,,0,6.6,110,1211,4.3,110,1212,2.9,2473,110,21,73,1429,82.3,24.8,1006.6,1013.8,831,1011.8,320,1012.8,14.4,0,1100,1.64,11.37,,,,,,8.9,7.4,26.1,22.5,,,,,,,,,,2.3,3.3,,{비}1640-1715. {박무}2250- {박무}{강도0}2400-,
143,대구,2024-07-16,25.1,22.2,637,28.8,1240,6.83,3.2,631,3.9,615,5.9,6.8,290,2258,4.2,290,2307,1.5,1319,110,22,68,1159,83.6,26.4,1006,1013.6,729,1010.7,1543,1012.1,14.4,2.8,1000,2.69,13.51,,,,,,8.8,6.5,27,22.1,,,,,,,,,,2.1,3,,-{박무}-0030. {박무}0155-{박무}{강도0}0300-{박무}{강도0}0600-0750. {비}0615-0650. {비}1505-1525. {비}1555-1630. {비}1725-{비}{강도0}1800-1910. {비}1945-2050. {비}2130-{비}{강도0}2400-,
143,대구,2024-07-17,27.1,23,434,31.7,1535,.83,0,,0,,0,10,250,1234,5.5,250,1239,1.7,1508,160,22.7,58,1308,78,27.5,1003.9,1012.9,1,1007.9,1816,1010,14.3,2.4,1100,3.19,16.14,,,,,,9,4.1,28.5,22.9,,,,,,,,,,3.6,5.1,,-{비}-0030. {비}0450-0510.,
143,대구,2024-07-18,28.5,26.8,313,30.7,1751,5.27,.5,1232,.6,1142,.9,9.4,250,1835,5,270,2010,2.3,1954,140,22.9,59,1803,72.3,27.9,998.5,1008.4,1,1001.6,1517,1004.6,14.3,0,900,.99,7.34,,,,,,9.8,5.9,28.5,25.2,,,,,,,,,,2.1,3,,{비}1119-{비}{강도0}1200-1415. {비}1440-{비}{강도0}1500-1530. {비}2110-2240.,
143,대구,2024-07-19,27.3,24.2,705,30.8,1736,2.45,.6,659,1.2,429,1.9,7,320,1050,4.3,250,1109,1.5,1333,270,22.7,59,1738,77,27.6,999.8,1008.4,2346,1004.6,1224,1005.9,14.3,2.4,1000,1.94,11.42,,,,,,8.1,6,29.8,23.5,,,,,,,,,,2.6,3.8,,{비}0418-0535. {박무}0450-0510. {비}0640-0720. {비}1240-1310.,
143,대구,2024-07-20,26.9,24,426,30.6,1704,2.72,11.1,1112,17.5,1052,22.7,9.8,290,1108,5.9,290,1108,1.5,1325,290,23,66,1652,79.8,28,1002.3,1011.8,1138,1006.6,1741,1008.4,14.3,5.6,1500,2.49,15.14,,,,,,5.8,3.6,34,22.5,,,,,,,,,,2.8,4,,{비}1047-{비}{강도2}1200-1330.,
143,대구,2024-07-21,29.7,25.9,521,34.4,1746,3.35,.6,552,1.2,523,2.2,10.1,250,354,6.4,270,400,2.4,2035,250,23.6,52,1553,71.1,29.1,1001.6,1009.3,2210,1005.5,231,1007.7,14.2,7.6,1000,3.15,22.33,,,,,,4.9,4.3,33.7,25,,,,,,,,,,5.1,7.3,,{비}0350-0410. {비}0520-{비}{강도0}0600-0755. {무지개}0520-0605. {비}0820-0846.,
143,대구,2024-07-22,30.1,25.9,527,34.2,1432,,,,,,,8.2,250,1152,4.7,290,1122,1.9,1603,160,23.1,48,1317,67.4,28.2,1001.2,1009.9,140,1005,1735,1007.3,14.2,9.2,1200,3.39,22.35,,,,,,6,2.6,33.5,24.7,,,,,,,,,,5,7.1,,,
143,대구,2024-07-23,30,27.5,559,32.8,1625,,,,,,,9,270,920,4.9,270,1017,2.2,1885,250,23,56,1430,66.6,28.1,999.4,1006.5,211,1003.6,1700,1005.4,14.2,3,1000,2.23,15.05,,,,,,9.1,2.4,32.3,26.9,,,,,,,,,,3.6,5.1,,,
143,대구,2024-07-24,28.6,26.3,1226,31.2,945,2,2.9,1221,4.4,1137,4.4,6,340,1203,3.9,320,1210,1.4,1216,50,24.5,66,929,79,30.7,999.4,1006.3,2317,1003.6,1553,1005.4,14.2,5,1400,2.74,13.75,,,,,,6.6,5.5,33.1,25.3,,,,,,,,,,2.8,4,,{비}0315-0335. {달코로나}0350-0510. {소나기}1145-1325.,
143,대구,2024-07-25,29.7,25.3,545,34.8,1509,,,,,,,6.5,320,1637,3.8,320,1642,1.4,1177,160,24,51,1512,73.1,29.9,1001.1,1009.8,2359,1005.4,1542,1007.2,14.1,6.7,1300,2.91,18.48,,,,,,6.3,3,35.3,24.4,,,,,,,,,,3.9,5.6,,,
143,대구,2024-07-26,29.7,26.3,523,33.4,1421,.4,0,,0,,0,9.5,230,1313,4.9,160,1201,2.3,2022,160,23.5,54,1329,70.5,28.9,1005.5,1015,2224,1008.9,151,1011.6,14.1,7.5,1300,2.93,20.1,,,,,,8.1,4.1,35.1,25.2,,,,,,,,,,4.4,6.3,,{소나기}1539-1548. {비}2315-2330.,
143,대구,2024-07-27,29.5,26.4,518,33.9,1421,2.38,0,,0,,0,8.1,200,1619,3.9,230,1621,1.8,1554,160,24.2,54,1601,73.8,30.1,1009.7,1017.3,2239,1014.2,1540,1015.8,14.1,3,1200,3.54,16.78,,,,,,7,5.6,33.2,25.6,,,,,,,,,,3.8,5.5,,{비}0330-0410. {비}0445-0530. {비}0809-0820. {비}0855-{비}{강도0}0900-0930. {비}1143-1155.,
143,대구,2024-07-28,30.5,26.6,521,35.1,1429,,,,,,,7.9,270,1424,4.4,250,1317,1.9,1604,250,23.4,48,1412,67.5,28.8,1007.5,1017,1,1011.3,1728,1013.6,14.1,8.6,1400,2.65,20.69,,,,,,4.6,2,36,25.7,,,,,,,,,,4.9,7,,,
143,대구,2024-07-29,30.7,26.3,542,35.6,1546,,,,,,,9.2,340,1650,5.5,270,1323,2.8,2456,270,22.2,43,1712,62.3,26.8,1002.9,1012.2,1,1006.4,1710,1009,14,10.1,1000,2.66,22.23,,,,,,1.9,1.8,35.7,24.6,,,,,,,,,,5.7,8.2,,,
143,대구,2024-07-30,30.3,25.5,540,35.1,1646,,,,,,,8,290,959,4.2,270,1804,2.2,1935,320,22.4,49,1459,64.1,27.2,1001.1,1008.5,649,1005.7,1634,1007.2,14,12.1,1100,3.22,25.79,,,,,,.8,.8,36.1,24.4,,,,,,,,,,5.7,8.2,,,
143,대구,2024-07-31,30.6,25.4,529,36.3,1521,,,,,,,7.4,290,1319,4.5,290,831,1.9,1605,340,23.2,46,1522,66.5,28.4,1000.4,1008.9,744,1004.4,1741,1006.4,14,10.6,1200,3.42,25.99,,,,,,.9,.9,36.3,23.6,,,,,,,,,,5.5,7.9,,,
143,대구,2024-08-01,31.6,27.9,405,35.5,1610,,,,,,,8.8,290,1201,5.4,290,1204,2,1695,250,23.9,48,1150,65.5,29.7,998.8,1006.4,600,1002.3,1731,1004.8,14,6.1,1100,3.33,18.94,,,,,,3.9,3.9,36.6,27.5,,,,,,,,,,4.5,6.4,,,
143,대구,2024-08-02,31.5,27.6,428,36.3,1443,.5,2,2203,2.4,2150,2.4,6.8,270,1159,4.2,290,1204,1.8,1594,320,24.9,47,1315,69.9,31.5,998.4,1006.2,2306,1002.5,1730,1004.4,13.9,6.3,1200,3.37,20.6,,,,,,4,4,36.8,26.6,,,,,,,,,,4.7,6.7,,{소나기}2150-2220. {박무}2155-2210.,
143,대구,2024-08-03,32.1,27.8,442,37.2,1639,,,,,,,8.1,270,1133,4.1,290,942,1.9,1601,320,24.8,45,1614,67.9,31.3,1000.7,1008.2,2305,1004.9,1632,1006.7,13.9,10.1,1100,2.88,21.83,,,,,,2,1.5,37.5,27.1,,,,,,,,,,4.9,7,,{박무}0405-0415.,
143,대구,2024-08-04,29.8,27,2347,35.3,1314,,,,,,,7.8,180,1255,4.4,110,1243,2.2,1904,110,24.6,54,1323,74.8,31,1002.1,1009.3,2320,1006.8,1507,1008.2,13.9,4.7,1100,3.19,17.3,,,,,,5.3,4.4,35.5,26.6,,,,,,,,,,4.1,5.8,,,
143,대구,2024-08-05,28.3,24.4,2354,36,1545,3.58,11.1,1839,14.3,1752,20.6,15.5,250,1629,8.3,250,1637,2.2,1925,140,23.6,48,1544,78.1,29.1,1002.3,1009.8,601,1005.4,1543,1008.4,13.8,7.3,1100,3.17,19.63,,,,,,6.1,3.5,36.8,23.9,,,,,,,,,,4,5.7,,{박무}0250-{박무}{강도0}0300-0345. {연무}0820-{연무}{강도0}0900-0930. {소나기}1555-{소나기}{강도1}1800-1930.,
143,대구,2024-08-06,29.2,23.8,354,35.5,1536,,,,,,,6.3,250,1511,4.1,290,1628,1.9,1624,140,23.1,43,1450,72.3,28.3,1001.5,1009.7,801,1005.5,1747,1007.6,13.8,10.3,1100,3.29,25.35,,,,,,4.1,3.3,34.3,23.8,,,,,,,,,,5.2,7.4,,{박무}0330-0409. {박무}0450-{박무}{강도0}0600-0740.,
143,대구,2024-08-07,31,26.5,450,36.6,1559,,,,,,,5.9,290,1305,3.3,270,1213,1.6,1363,320,23.4,37,1550,66.8,28.9,999.7,1007.9,735,1003.2,1646,1005.7,13.8,9.5,1100,3.1,24.64,,,,,,5.4,4.5,37.1,26.2,,,,,,,,,,4.8,6.9,,,
143,대구,2024-08-08,28.5,24.1,422,34.1,1253,1.53,19.5,207,57.4,148,58,10.3,270,1422,5.5,290,1425,.8,724,290,23.4,51,1243,75.1,28.8,998.5,1006.1,238,1002.8,1626,1004.5,13.7,7.2,1000,2.78,19.26,,,,,,6.6,3.4,30.8,23.8,,,,,,,,,,2.2,3.1,,{소나기}0140-0250. {햇무리}1150-1230. {소나기}1415-1437.,
143,대구,2024-08-09,29.3,24.6,558,35.5,1612,,,,,,,6.5,70,1747,4,90,1825,2.3,1996,110,22.3,32,1544,68.3,26.9,998,1005.4,714,1002,1607,1004.1,13.7,11.2,1200,3.45,26.38,,,,,,2.8,1.6,32.7,23.7,,,,,,,,,,1.7,2.4,,,
143,대구,2024-08-10,28.9,24.6,531,34.2,1608,,,,,,,7.7,90,1901,4.9,90,1907,2.6,2204,110,21.7,43,1530,67.5,26,998,1005.8,758,1002,1649,1004.1,13.7,10.1,1200,3.41,25.15,,,,,,4.1,3.1,32,24.2,,,,,,,,,,5.8,8.3,,{박무}0505-{박무}{강도0}0600-0620.,
143,대구,2024-08-11,28.9,24.1,450,34.4,1535,,,,,,,7.5,90,2144,4.4,90,1942,2.5,2171,110,21.8,46,1532,67.6,26.1,997.6,1004.9,839,1001.8,1725,1003.7,13.7,12.6,1100,3.18,25.54,,,,,,1.4,1,34.2,23.7,,,,,,,,,,,,,,
143,대구,2024-08-12,28.4,23.5,528,34.5,1534,,,,,,,9.2,70,2009,5.5,90,2215,2.8,2414,110,21.4,41,1622,68,25.5,999.3,1007.5,2323,1003.5,1528,1005.4,13.6,12.7,1200,3.35,26.31,,,,,,1.4,1,35.1,22.8,,,,,,,,,,6,8.5,,,
143,대구,2024-08-13,28,23.4,552,33.6,1415,,,,,,,8.5,110,1803,5.6,90,1649,2.5,2187,110,21.1,48,1338,67.8,25,1002.3,1009.9,749,1006.4,1436,1008.4,13.6,12.6,1200,3.33,25.94,,,,,,1.4,1.4,35.6,22.6,,,,,,,,,,5.7,8.2,,,
143,대구,2024-08-14,28,23,440,32.6,1249,,,,,,,8.4,140,1644,5.1,90,1316,2.7,2315,110,21.8,52,1441,70.3,26.1,1002.6,1010,628,1006.9,1718,1008.7,13.6,9.6,1100,3.13,22.12,,,,,,3.6,2,34,22.3,,,,,,,,,,4.9,7,,,
143,대구,2024-08-15,28.3,24,638,34.3,1521,,,,,,,9.5,110,1605,6.6,110,1612,2.9,2523,110,21.8,46,1408,69.5,26.1,1002.2,1009.5,829,1005.9,1517,1008.3,13.5,11,1000,2.94,24.1,,,,,,4.8,2.9,36.7,23.6,,,,,,,,,,5.4,7.7,,,
143,대구,2024-08-16,28.7,24.3,550,33.9,1446,,,,,,,8.3,90,1838,5.7,90,1840,2.3,2017,90,21.5,43,1523,67,25.7,1003,1011.1,2353,1006.9,1539,1009.1,13.5,9.6,1200,3.36,22.34,,,,,,4.1,3.1,35.2,23,,,,,,,,,,5.1,7.3,,{채운}0955-1007. {달코로나}2000-2010.,
143,대구,2024-08-17,29.1,24.7,539,34.5,1541,,,,,,,8.9,90,1907,5.5,70,1644,2.2,1890,90,21.9,46,1541,67,26.2,1004.6,1011.9,708,1008.5,1549,1010.7,13.5,9.7,1100,3.28,21.62,,,,,,4.9,3.1,36.9,23.6,,,,,,,,,,4.9,7,,,
143,대구,2024-08-18,29,24.6,551,34,1521,.17,0,,0,,0,7.7,50,1541,4.5,110,954,2.7,2341,110,21.4,42,1524,66,25.5,1003.9,1011.8,727,1007.4,1759,1010,13.4,11.9,1300,3.16,24.82,,,,,,3.6,2.9,37.8,24.4,,,,,,,,,,5.7,8.1,,{달코로나}2055- {비}2350-{비}{강도0}2400-,
143,대구,2024-08-19,29.6,24.6,511,35.1,1546,.58,0,,0,,0,5.5,110,2050,3.2,110,936,2,1725,110,22.6,46,1424,68,27.4,1002.7,1010.6,16,1006.4,1609,1008.8,13.4,7.6,1100,3.17,20.3,,,,,,5.1,3.8,36.5,23.6,,,,,,,,,,4.2,6,,-{비}-0035. -{달코로나}-0045.,
143,대구,2024-08-20,28.8,26.3,2353,33.6,1550,3.25,.7,1728,.8,2301,2,9.9,160,1727,4.4,90,835,2,1753,110,24.8,60,1552,79.6,31.2,1004,1012,2352,1008.7,1621,1010.1,13.4,2.1,1500,2.09,10.22,,,,,,8.4,6.9,32.7,25.6,,,,,,,,,,2.3,3.3,,{달코로나}0245-0320. {비}0735-0758. {비}1240-1259. {비}1325-1428. {비}1725-1745. {비}2005-2020. {비}2305-{비}{강도0}2400-,
143,대구,2024-08-21,28.1,25.6,432,31.5,1257,5.6,.7,639,1.5,352,3.3,5.7,110,310,3.9,110,341,2.1,1783,110,25,66,1305,84,31.7,1003.5,1011.8,1,1008.2,1831,1009.6,13.3,.3,1100,1.64,9.8,,,,,,9,6.4,29.5,25.4,,,,,,,,,,2.2,3.2,,-{비}-0005. {비}0140-0150. {비}0220-0230. {비}0340-{비}{강도0}0600-0750. {비}1005-1010. {비}1050-1110. {비}1340-1356. {비}1435-1455.,
143,대구,2024-08-22,29.7,26,453,34.4,1253,.48,0,,0,,0,13.4,200,1528,5.7,200,1534,2.2,1876,110,23.9,54,1254,72.3,29.6,1000.4,1009.3,1,1003.9,1536,1006.4,13.3,3.4,1200,2.57,13.74,,,,,,7,5.3,31.9,25.4,,,,,,,,,,3.7,5.3,,{비}1601-1630.,
143,대구,2024-08-23,30.3,25.1,541,35.4,1507,,,,,,,7.5,250,931,4.3,270,1414,1.9,1642,270,21.3,40,1752,61.3,25.5,1002.3,1010.2,2355,1006.7,1731,1008.4,13.3,11.3,1200,3.26,24.62,,,,,,1.9,1.8,36.4,23.1,,,,,,,,,,5.5,7.8,,,
143,대구,2024-08-24,30.4,25.4,536,35.8,1514,,,,,,,6.9,250,1324,3.5,250,1300,1.6,1356,290,21.6,39,1634,61.6,25.9,1003.6,1011.6,713,1007.2,1755,1009.7,13.2,11.2,1200,3.19,22.45,,,,,,1.3,1.3,35.8,23.9,,,,,,,,,,5.2,7.4,,,
143,대구,2024-08-25,28.9,25.4,604,35.9,1325,.12,0,,0,,0,9.7,90,1759,5.9,110,1759,2,1756,110,22.6,40,1329,71.4,27.5,1002.7,1010.4,634,1006.3,1548,1008.8,13.2,8.2,1100,3.15,20.17,,,,,,3.6,3.6,35.6,24,,,,,,,,,,4.3,6.2,,{박무}0540-{박무}{강도0}0600-0705. {소나기}1818-1825.,
143,대구,2024-08-26,28.7,25.3,445,34.4,1431,.92,15.6,1809,21.1,1755,21.1,13.7,320,1801,6.6,320,1810,2,1691,110,23.2,47,1432,74.3,28.5,1000.7,1009.2,22,1004.2,1547,1006.8,13.1,5.3,1100,2.73,18.01,,,,,,6.9,4.6,35.2,24.4,,,,,,,,,,3.7,5.3,,{박무}0005-{박무}{강도0}0300-{박무}{강도1}0600-{박무}{강도0}0900-1005. {연무}1001-1145. {소나기}1755-{소나기}{강도0}1800-1850.,
143,대구,2024-08-27,26.2,23.7,1759,30.9,1212,2.08,3.9,1421,10.1,1409,10.8,10.6,110,1808,6.7,110,1812,3,2552,110,22.4,64,1155,80.4,27.2,1000.6,1009.4,2110,1005.2,350,1006.7,13.1,.6,1100,1.58,10.72,,,,,,9.6,6.1,27.2,23.7,,,,,,,,,,2.6,3.7,,{박무}0150-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-0940. {소나기}1325-{소나기}{강도1}1500-1515. {비}2040-2055.,
143,대구,2024-08-28,26.6,24.1,133,29.9,1319,,,,,,,10.3,70,1215,5.9,90,1240,2.6,2226,70,20.1,56,1320,68.3,23.6,1002.5,1010.1,927,1007.8,1726,1008.7,13.1,.5,1200,1.67,9.3,,,,,,8.8,8.6,26.7,23.8,,,,,,,,,,2.7,3.9,,,
143,대구,2024-08-29,28.1,25,827,32.8,1334,1.6,.1,,.1,,.1,11.6,110,1305,7,90,1255,2.9,2516,50,20.9,46,1332,66.4,24.8,998.6,1008.1,1,1002.7,1443,1004.7,13,5.6,1300,3.13,16,,,,,,6.5,5.3,28.3,24.1,,,,,,,,,,4.8,6.9,,{비}0557-{비}{강도0}0600-0630. {비}0753-0835. {비}0858-{비}{강도0}0900-0919.,
143,대구,2024-08-30,29.5,25.7,148,34.8,1633,,,,,,,8.3,340,1320,5.6,270,1304,2.6,2240,110,20.8,44,1646,61.3,24.6,997.1,1004.5,2358,1001.5,1619,1003.1,13,10.2,1300,3.22,23.68,,,,,,5.8,5.5,31.8,24.1,,,,,,,,,,6,8.5,,,
143,대구,2024-08-31,27.6,24.3,615,33.3,1529,,,,,,,9.7,90,1701,6.4,90,1920,3,2559,90,19.4,39,1531,62.8,22.6,1000.6,1009.3,2251,1004.4,4,1006.7,13,11.5,1200,3.2,23.5,,,,,,1.9,1.9,32.3,22.6,,,,,,,,,,,,,,
143,대구,2024-09-01,27.9,22.2,611,34.3,1617,,,,,,,6.3,270,1248,3.5,270,1433,1.6,1392,290,19.3,37,1615,62,22.4,1001.3,1009.4,751,1005.1,1622,1007.4,12.9,9.6,1200,3.22,22.96,,,,,,4.1,3.4,33.2,21.3,,,,,,,,,,4.9,6.9,,,
143,대구,2024-09-02,27,22.9,558,31.7,1347,.5,0,,0,,0,8.7,90,1745,5.4,90,1746,1.8,1519,110,20.5,47,1429,69.4,24.1,1003.2,1012.5,2400,1007.5,212,1009.3,12.9,3,1100,2.3,13.28,,,,,,6.6,4.3,30.8,21.1,,,,,,,,,,3.3,4.6,,{비}1524-1535. {비}1903-1907. {비}2345-{비}{강도0}2400-,
